0610009B22Rik	1	chr11	-	51685386	51688874	51686092,	51688690,
Gpank1	0	chr17	+	35122952	35124806	35123659,	35124220,
Gpat2	1	chr2	+	127425199	127436092	127425221,127427371,127427606,127428319,127428789,127429125,127430954,127431416,127431762,127432070,127432494,127432732,127433090,127433656,127433990,127434226,127434465,127434923,127435127,127435276,127435530,	127427241,127427493,127428246,127428685,127428997,127430855,127431283,127431663,127431858,127432372,127432650,127432972,127433586,127433732,127434078,127434388,127434792,127435007,127435211,127435475,127435845,
Gpat3	1	chr5	+	100846130	100899099	100846361,100846557,100846948,100857208,100883460,100884392,100885049,100886019,100890218,100891698,100892386,100893200,100893512,	100846472,100846655,100857142,100883190,100884318,100884960,100885926,100890103,100891643,100892301,100893072,100893433,100897717,
Gpat4	1	chr8	-	23171265	23208346	23174660,23175419,23175636,23179500,23179824,23180216,23180726,23180949,23181847,23182963,23184598,23191692,	23175340,23175508,23179415,23179769,23180101,23180633,23180860,23181773,23182663,23184529,23190716,23208299,
Gpatch1	0	chr7	-	35276536	35318440	35276811,35281480,35283668,35284823,35287336,35288680,35289176,35291853,35293833,35295551,35297688,35299300,35301725,35303471,35305988,35307286,35308339,35309386,35310574,	35281332,35283571,35284716,35287123,35288517,35289040,35291726,35293655,35295255,35297484,35299221,35301578,35303229,35305930,35307189,35308179,35309301,35310440,35318341,
Gpatch11	0	chr17	+	78835589	78848308	78835678,78836920,78837902,78839213,78840119,78841083,78841309,78842229,78843900,	78836794,78837831,78838987,78840078,78840963,78841219,78842113,78843819,78845144,
Gpatch2	1	chr1	+	187215511	187351427	187215676,187226219,187230845,187233313,187233826,187304397,187316563,187322354,187341575,	187225503,187230784,187233131,187233747,187304330,187316524,187322284,187341487,187348357,
Gpatch2l	1	chr12	+	86241858	86291784	86241944,86244706,86256932,86260753,86261695,86265249,86267183,86269061,86281543,	86244035,86256868,86260577,86261616,86265182,86267144,86268976,86281449,86288800,
Gpatch3	0	chr4	+	133574745	133584243	133575210,133578334,133579960,133580710,133582593,133583109,	133577907,133579786,133580651,133582472,133582982,133583619,
Gpatch4	1	chr3	+	88043108	88055993	88043179,88043601,88051289,88051746,88051937,88052118,88054460,88054753,	88043467,88051162,88051673,88051845,88052032,88054369,88054703,88054958,
Gpatch8	1	chr11	-	102475915	102556199	102482087,102487630,102500946,102507529,102508211,102528166,102538356,	102487500,102500803,102507443,102508144,102528094,102538282,102556080,
Gpbp1	1	chr13	-	111425680	111490111	111426651,111433650,111436584,111438124,111439244,111440816,111447955,111448999,111453247,111453496,111466970,111488370,	111433548,111436397,111437957,111439104,111440632,111447896,111448933,111453024,111453373,111466851,111487423,111489718,
Gpbp1l1	1	chr4	+	116557658	116593882	116557828,116570181,116570983,116573523,116574614,116579319,116581443,116587511,116588743,116590290,116591331,	116569164,116570871,116573394,116574337,116579247,116581250,116587371,116588579,116590166,116591229,116592806,
Gpc1	1	chr1	+	92831645	92860779	92832097,92853505,92855246,92856072,92857117,92857367,92857605,92858030,	92853347,92854858,92855907,92856987,92857248,92857472,92857855,92858332,
Gpc2	1	chr5	-	138273655	138280005	138274569,138275624,138275846,138276075,138276338,138276746,138277487,138278537,138278997,	138275455,138275707,138275929,138276208,138276584,138277407,138278215,138278839,138279649,
Gpc4	1	chrX	-	52053021	52165252	52053726,52053992,52054582,52056806,52057031,52063023,52074685,52091800,	52053817,52054446,52056660,52056901,52062858,52074294,52091642,52164616,
Gpcpd1	0	chr2	-	132529083	132578248	132530742,132534234,132534833,132535498,132536750,132538143,132539938,132540362,132542335,132544446,132546973,132547719,132550554,132554080,132556976,132558682,132564711,132568716,132572257,	132534074,132534698,132535362,132536685,132538082,132539899,132540285,132542243,132544392,132546841,132547557,132550314,132553957,132556935,132558607,132564627,132568620,132572185,132578068,
Gpd1	1	chr15	+	99717515	99725005	99717648,99718329,99719274,99720234,99720678,99722168,99722562,	99718152,99719134,99720096,99720566,99721935,99722456,99723191,
Gpd1l	1	chr9	-	114899341	114933987	114902502,114903767,114905008,114910988,114914464,114917121,114920699,	114903661,114904775,114910876,114914326,114916981,114920522,114933671,
Gpd2	0	chr2	+	57237678	57370719	57237988,57268082,57290016,57304485,57305905,57307095,57339011,57340208,57345424,57355594,57355935,57356650,57357813,57364143,57364328,57364603,	57267973,57289845,57304361,57305808,57306932,57338847,57340064,57345231,57355460,57355760,57356519,57357655,57364031,57364250,57364505,57367352,
Gper1	1	chr5	+	139423151	139427800	139423354,139423872,	139423661,139425680,
Gpha2	0	chr19	+	6226380	6227768	6226425,6226887,6227155,	6226778,6226971,6227501,
Gphb5	1	chr12	-	75411722	75416781	75413015,75415814,	75415610,75416669,
Gpi1	0	chr7	-	34201330	34230336	34202549,34202703,34202890,34204157,34205644,34205935,34207758,34207900,34208310,34216009,34218342,34219102,34220760,34220926,34227237,34228996,34229373,	34202637,34202815,34204029,34205568,34205806,34207606,34207857,34208250,34215956,34218298,34219031,34220614,34220843,34227118,34228928,34229283,34230092,
Gpihbp1	1	chr15	+	75596630	75598213	75596730,75597153,75597629,	75597031,75597513,75597730,
Gpkow	0	chrX	+	7697131	7710262	7697395,7698653,7698880,7702172,7703583,7705432,7706149,7706451,7706761,7708021,	7698493,7698756,7702063,7703370,7705300,7706011,7706328,7706692,7707936,7708111,
Gpld1	0	chr13	+	24943152	24992501	24943249,24943713,24948142,24952932,24955212,24956162,24957563,24958964,24962427,24962654,24962877,24966700,24968434,24971531,24975785,24979489,24979746,24979994,24981098,24982616,24982791,24984207,24984868,24986918,24987059,	24943399,24948087,24952854,24955115,24956052,24957515,24958910,24962320,24962627,24962738,24966638,24968311,24971392,24975599,24979379,24979672,24979838,24980957,24982508,24982698,24984028,24984708,24986892,24987009,24990036,
Gpm6a	1	chr8	+	54954843	55060871	54955315,55037520,55047391,55050258,55054848,55055441,	55037328,55047235,55050105,55054772,55055376,55058777,
Gpm6b	1	chrX	+	166238972	166388988	166239136,166372824,166375789,166380159,166382522,166384000,	166372638,166375633,166379988,166382449,166383935,166386952,
Gpn1	1	chr5	+	31494741	31512904	31494883,31495611,31497350,31498406,31499304,31500932,31501206,31503436,31504058,31505035,31506232,31507564,31509406,	31495518,31497311,31498340,31499267,31500854,31501112,31503391,31503912,31504953,31506193,31507474,31509299,31510832,
Gpn2	1	chr4	+	133584362	133591735	133584869,133586066,133588660,133589897,	133585910,133588500,133589767,133591326,
Gpn3	1	chr5	+	122372451	122382902	122372656,122374019,122378634,122380105,122381305,122381494,122382176,	122373911,122378467,122379981,122381190,122381398,122382048,122382261,
Gpnmb	1	chr6	+	49036615	49058182	49036792,49042919,49044140,49045478,49047452,49048101,49050508,49051126,49052026,49055714,	49042767,49043997,49045305,49047294,49047736,49050410,49051024,49051818,49055621,49056161,
Gpr1	1	chr1	-	63182691	63214543	63184104,63209899,	63209754,63214164,
Gpr101	1	chrX	-	57496668	57503757	57501861,	57503542,
Gpr107	1	chr2	+	31152316	31218775	31152481,31167143,31168214,31168879,31172081,31174239,31176954,31177895,31178387,31183655,31184871,31185606,31188813,31191890,31207728,31209150,31210570,	31167021,31168164,31168797,31171942,31174202,31176898,31177785,31178254,31183580,31184798,31185489,31188683,31191847,31207679,31209067,31210449,31214244,
Gpr108	1	chr17	-	57234635	57247672	57235366,57236047,57236239,57236423,57236740,57237001,57237323,57237497,57237926,57238163,57242838,57243134,57244368,57245111,57245345,57246883,	57235923,57236156,57236374,57236697,57236871,57237206,57237424,57237851,57238030,57242734,57242941,57244247,57245029,57245295,57246764,57247511,
Gpr119	1	chrX	-	48667979	48674478	48669015,	48673247,
Gpr12	1	chr5	-	146582400	146585239	146584123,	146584745,
Gpr132	1	chr12	-	112850873	112860952	112853176,112855905,	112855815,112860870,
Gpr137	1	chr19	-	6938070	6941479	6938529,6938874,6939140,6939410,6939754,6940401,6940907,	6938756,6939012,6939261,6939529,6940352,6940483,6941322,
Gpr137b	1	chr13	-	13357620	13393614	13359423,13361422,13363572,13365195,13367811,13374408,	13361298,13363444,13365046,13367589,13374359,13393125,
Gpr137c	1	chr14	+	45219993	45282725	45220418,45244198,45246516,45277534,45278785,45279050,	45244155,45246288,45277385,45278660,45278932,45279903,
Gpr139	1	chr7	-	119140747	119184603	119145257,	119184272,
Gpr141	1	chr13	-	19749682	19824257	19752617,19755203,19779561,19805057,	19755010,19779455,19804990,19824130,
Gpr141b	1	chr13	-	19727426	19732951	19729909,	19732672,
Gpr142	1	chr11	+	114798924	114806745	114799017,114804466,	114804305,114805904,
Gpr143	0	chrX	+	152781986	152808646	152782292,152785152,152786220,152790576,152793438,152795664,152797817,152798615,	152785043,152786126,152790484,152793329,152795556,152797700,152798378,152808241,
Gpr146	1	chr5	+	139380581	139396415	139380743,	139392422,
Gpr149	1	chr3	-	62529077	62605140	62531108,62595256,62602708,	62594808,62602516,62603593,
Gpr152	1	chr19	+	4139787	4145740	4140404,	4142423,
Gpr153	1	chr4	+	152274362	152285337	152274382,152279480,152280274,152281958,152282555,	152279013,152279845,152281766,152282371,152282858,
Gpr155	1	chr2	-	73341506	73386572	73343757,73348274,73349691,73351944,73353753,73356702,73362635,73364022,73364252,73367598,73368397,73370141,73371130,73374014,73382308,73382958,	73348137,73349627,73351849,73353617,73356598,73362425,73363932,73364168,73367481,73368314,73369986,73370965,73373615,73381824,73382795,73386265,
Gpr156	1	chr16	+	37916496	38007530	37916615,37947819,37948351,37978788,37979116,37987592,37988613,37992236,37998035,	37947368,37948215,37978659,37979006,37987467,37988518,37992000,37997877,38004515,
Gpr157	1	chr4	+	150087365	150105927	150088136,150098971,150101777,	150098758,150101580,150102212,
Gpr160	0	chr3	+	30855950	30897192	30856057,30877332,	30877235,30895710,
Gpr161	1	chr1	+	165302623	165326745	165302809,165306592,165310993,165317344,165318868,	165306178,165310269,165317240,165318749,165321436,
Gpr162	1	chr6	-	124858448	124863983	124859220,124859649,124860212,124862122,124863025,	124859492,124860023,124860819,124862909,124863671,
Gpr165	1	chrX	+	96713492	96719388	96714455,96715199,96716387,96717523,	96715074,96716254,96716838,96718129,
Gpr17	1	chr18	-	31942997	31949636	31948015,	31949461,
Gpr171	1	chr3	-	59096448	59101821	59098437,	59101587,
Gpr173	1	chrX	-	152343598	152368704	152347708,152367510,	152367421,152368051,
Gpr174	1	chrX	+	107255971	107296767	107256116,107256499,107268963,107288536,	107256396,107268882,107288466,107292059,
Gpr176	1	chr2	-	118277110	118373419	118280354,118284158,	118283906,118373019,
Gpr179	1	chr11	-	97332109	97352016	97339290,97341486,97342692,97343376,97343847,97344206,97345776,97346702,97347493,97349801,	97341340,97342587,97343238,97343609,97344097,97345708,97346467,97347406,97349693,97351223,
Gpr18	1	chr14	-	121911253	121915781	121912645,	121915677,
Gpr180	1	chr14	+	118137158	118163261	118137340,118139895,118148285,118153749,118153926,118158054,118160184,118161634,	118139737,118148085,118153569,118153877,118157897,118159993,118161557,118162589,
Gpr182	1	chr10	-	127747276	127751732	127751096,	127751600,
Gpr183	1	chr14	-	121952551	121965195	121955131,	121965053,
Gpr19	1	chr6	-	134869108	134897858	134870482,134887785,134897213,	134887630,134897162,134897832,
Gpr20	1	chr15	-	73694604	73707505	73696562,	73707321,
Gpr21	1	chr2	+	37516626	37520603	37516699,	37517059,
Gpr22	1	chr12	-	31706867	31713926	31710035,31712561,	31711571,31713500,
Gpr26	1	chr7	+	131966460	131994405	131967595,131974390,	131974277,131984085,
Gpr33	1	chr12	-	52023003	52028063	52024260,	52027934,
Gpr34	1	chrX	+	13632089	13640856	13632197,13632880,13633557,	13632686,13633489,13639142,
Gpr35	1	chr1	+	92973122	92985044	92973281,	92982558,
Gpr37	1	chr6	-	25667503	25690729	25669859,	25688113,
Gpr37l1	1	chr1	-	135160234	135167681	135161695,	135166875,
Gpr39	1	chr1	+	125676995	125873862	125678192,	125872370,
Gpr4	1	chr7	+	19212538	19224174	19212634,	19221390,
Gpr45	1	chr1	+	42952963	43035456	42953233,	43031952,
Gpr50	1	chrX	+	71663667	71669257	71664002,	71666525,
Gpr55	1	chr1	-	85938318	85961007	85941865,	85960835,
Gpr6	1	chr10	-	41069977	41072285	41071603,	41072127,
Gpr61	1	chr3	-	108148321	108154882	108151943,	108154820,
Gpr63	1	chr4	+	24973419	25009233	24973684,	25007130,
Gpr65	1	chr12	+	98268635	98276644	98268714,	98274656,
Gpr68	1	chr12	-	100876682	100908198	100879412,100888072,	100887681,100908099,
Gpr75	1	chr11	+	30885358	30893729	30885542,	30890989,
Gpr82	1	chrX	+	13661363	13667433	13661443,13662418,13665088,	13662328,13665017,13665181,
Gpr83	1	chr9	+	14860210	14870789	14860920,14864897,14866982,	14864772,14866849,14868175,
Gpr84	1	chr15	-	103308235	103310612	103309656,	103310310,
Gpr85	1	chr6	-	13834458	13839942	13837073,13838122,13839179,	13837999,13838560,13839642,
Gpr87	1	chr3	-	59178923	59195104	59180048,59184517,	59184386,59194864,
Gpr88	1	chr3	-	116249654	116253503	116252732,	116253114,
Gpr89	0	chr3	-	96868281	96905346	96871594,96872542,96873549,96875723,96880166,96880709,96882628,96889989,96890923,96892967,96893604,96897436,96898551,	96872477,96873460,96875628,96880074,96880621,96882519,96889909,96890803,96892866,96893498,96897333,96898492,96905182,
Gprasp1	1	chrX	+	135742733	135803474	135742978,135743614,135744575,135748782,135752017,135797629,135797864,135798094,135798473,	135743563,135744499,135748656,135751945,135797553,135797788,135798023,135798391,135798748,
Gprasp2	1	chrX	+	135839034	135844730	135839262,135839872,135840469,135840690,135840924,135841303,	135839745,135840393,135840619,135840853,135841221,135841578,
Gprc5a	1	chr6	+	135065651	135084709	135065775,135079484,135083498,	135078546,135083443,135083747,
Gprc5b	1	chr7	-	118972047	118995211	118975203,118976670,118984645,	118976513,118983615,118995040,
Gprc5c	1	chr11	+	114851540	114869095	114851573,114864546,114866719,	114863467,114866625,114868496,
Gprc5d	1	chr6	-	135105991	135118283	135106265,135116950,	135116013,135118180,
Gprc6a	1	chr10	-	51614823	51631458	51615979,51616706,51621110,51627267,51628552,	51616583,51620898,51626431,51628249,51631238,
Gprin1	0	chr13	-	54736671	54749874	54740613,	54749570,
Gprin2	1	chr14	-	34185688	34201633	34195817,	34201410,
Gprin3	1	chr6	-	59347226	59426294	59355429,	59426160,
Gps1	1	chr11	+	120784515	120789102	120784725,120785213,120785881,120786466,120786687,120786849,120787069,120787465,120787791,120787981,120788142,120788381,120788596,	120785121,120785700,120786302,120786552,120786772,120787009,120787380,120787697,120787876,120788062,120788244,120788462,120788670,
Gps2	0	chr11	+	69913888	69916576	69914074,69914433,69914861,69915045,69915218,69915390,69915784,69915954,69916112,69916293,	69914273,69914752,69914933,69915139,69915308,69915631,69915865,69916033,69916198,69916420,
Gpsm1	1	chr2	+	26315515	26348237	26315720,26322635,26323643,26324031,26324536,26324913,26325492,26326322,26327415,26339706,26340584,26344758,26345359,	26322414,26323508,26323889,26324413,26324798,26325337,26326214,26327292,26339636,26340405,26344602,26345151,26346807,
Gpsm2	1	chr3	-	108678638	108722309	108679803,108682223,108682825,108686999,108689836,108697078,108697636,108699073,108700779,108701010,108701887,108702534,108703086,108711580,	108682006,108682672,108686820,108689766,108696949,108697528,108698918,108700664,108700887,108701745,108702399,108702865,108711277,108722041,
Gpsm3	1	chr17	+	34589806	34591754	34590260,34590563,34590941,	34590461,34590742,34591170,
Gpt	1	chr15	+	76695785	76699675	76695840,76697019,76697248,76697430,76697675,76698083,76698382,76698592,76698889,76699151,76699348,	76696798,76697159,76697322,76697542,76697840,76698303,76698456,76698715,76698996,76699236,76699420,
Gpt2	1	chr8	+	85492576	85527560	85492689,85493169,85503354,85505687,85509309,85512356,85516237,85518113,85519622,85521494,85523368,	85492905,85503265,85505579,85509179,85512113,85516158,85517977,85519448,85521339,85523256,85525536,
Gpx1	1	chr9	+	108339054	108340343	108339558,	108339777,
Gpx2	1	chr12	-	76792335	76795554	76793000,	76795154,
Gpx3	1	chr11	+	54902772	54910377	54903052,54907280,54908658,54909139,	54907127,54908541,54909040,54909437,
Gpx4	1	chr10	+	80053488	80056439	80053715,80054608,80054844,80055119,80055947,80056099,	80054514,80054700,80054968,80055923,80056040,80056186,
Gpx5	1	chr13	-	21286429	21292731	21287572,21288803,21289333,21291467,	21288704,21289216,21291314,21292574,
Gpx6	1	chr13	+	21312125	21319624	21312344,21313801,21317102,21317668,	21313648,21316985,21317569,21318877,
Gpx7	1	chr4	-	108400390	108406961	108400997,108403462,	108403201,108406543,
Gpx8	1	chr13	-	113042759	113046410	113043299,113045693,	113045432,113046172,
Gramd1a	1	chr7	-	31130127	31151082	31130584,31132661,31132865,31134078,31134331,31134517,31135739,31135941,31138257,31138950,31139547,31139869,31141210,31142463,31142654,31142888,31143567,31143873,	31132541,31132758,31133991,31134158,31134414,31135597,31135823,31138114,31138752,31139397,31139757,31141130,31142368,31142551,31142804,31143547,31143657,31150896,
Gramd1b	1	chr9	-	40293233	40455764	40298079,40299719,40300096,40303588,40304526,40305169,40306474,40306858,40307999,40308482,40310054,40311873,40315047,40315783,40316968,40317593,40327438,40333655,40413374,	40299602,40299989,40303498,40304323,40305066,40306332,40306740,40307856,40308293,40309898,40311758,40314967,40315688,40316865,40317509,40327418,40333445,40413297,40455294,
Gramd1c	1	chr16	-	43982048	44063345	43982138,43983246,43983618,43986979,43988257,43989871,43990765,43992177,43997863,44005622,44009537,44013037,44028759,44030389,44031083,44040158,44059248,	43983141,43983508,43986922,43988081,43989768,43990623,43992059,43997726,44005460,44009405,44012922,44028679,44030294,44030980,44040074,44059102,44063272,
Gramd2	1	chr9	+	59707764	59716424	59708095,59709509,59709937,59710605,59711264,59711616,59712146,59713940,59714273,59716027,	59709452,59709862,59710502,59711166,59711545,59712084,59713796,59714177,59715923,59716208,
Gramd3	1	chr18	+	56400337	56503564	56400575,56432357,56469652,56474130,56476669,56478952,56482716,56485283,56485456,56488862,56489737,56490758,56491999,56497413,	56432119,56469533,56474019,56476603,56478849,56482621,56485212,56485376,56488751,56489615,56490671,56491895,56497320,56502588,
Gramd4	0	chr15	+	86057695	86137634	86057831,86091523,86100900,86118583,86122252,86125256,86125882,86127080,86127641,86128713,86129721,86130190,86130366,86130657,86131998,86132908,86133759,86134949,	86091313,86100780,86118463,86122179,86125124,86125857,86126989,86127550,86128665,86129650,86130147,86130257,86130503,86131854,86132815,86133675,86134881,86135350,
Grap	1	chr11	+	61653265	61672784	61653424,61660319,61664307,61670004,	61660222,61664185,61669836,61671673,
Grap2	1	chr15	+	80572594	80648765	80572741,80623814,80634427,80638564,80643810,80646352,80647974,	80623723,80634336,80638445,80643645,80646137,80647858,80648423,
Grasp	1	chr15	+	101224188	101232756	101224544,101226963,101228886,101229093,101230627,101230791,101231051,	101226914,101228832,101228991,101230534,101230725,101230985,101231517,
Grb10	1	chr11	-	11930508	12037401	11933609,11934292,11936805,11937067,11937923,11938484,11943980,11944926,11945632,11946032,11946802,11951659,11954908,11967685,11970642,11987674,	11934199,11936718,11937001,11937807,11938410,11943882,11944816,11945495,11945964,11946687,11951503,11954744,11967532,11970423,11987596,12037192,
Grb14	1	chr2	-	64912476	65022782	64912853,64914809,64916916,64917107,64917315,64923617,64929995,64930296,64933357,64936491,64938490,64953718,65021219,	64914716,64916829,64917035,64917199,64923537,64929900,64930186,64933220,64936417,64938369,64953562,65021087,65022460,
Grb2	1	chr11	-	115644045	115708597	115645954,115646878,115649893,115655455,115699356,	115646710,115649771,115655358,115699152,115708394,
Grb7	1	chr11	+	98446834	98455373	98447249,98450922,98451178,98451462,98451716,98451919,98452268,98453291,98453593,98453873,98454088,98454281,98454485,98454676,	98450766,98451028,98451306,98451595,98451842,98452119,98453181,98453495,98453793,98453972,98454221,98454398,98454583,98454859,
Grcc10	0	chr6	-	124739183	124741374	124739413,124740695,	124740519,124740920,
Greb1	1	chr12	-	16670615	16800684	16672543,16673884,16674810,16677823,16680418,16681504,16682332,16684523,16688639,16690917,16692787,16696834,16698646,16699692,16701276,16702664,16704566,16706291,16707983,16708750,16709560,16710400,16712023,16714962,16716771,16717289,16720975,16723434,16724940,16733454,16735265,16740254,16757239,16759533,	16673746,16674610,16677688,16680200,16681330,16682128,16684362,16688497,16690759,16692685,16696209,16698542,16699496,16701161,16702325,16704430,16706096,16707803,16708553,16709432,16710272,16711673,16714777,16716628,16717176,16720847,16723291,16724758,16733278,16735146,16739889,16757141,16759452,16800647,
Grem1	1	chr2	-	113746164	113758646	113750155,	113758491,
Grem2	1	chr1	-	174833785	174921819	174837282,	174921573,
Grhl1	1	chr12	+	24572283	24617388	24572458,24576100,24578090,24581718,24582961,24584461,24584945,24586150,24603066,24608080,24608572,24609741,24611914,24612240,24614459,	24575914,24578020,24581328,24582885,24584305,24584834,24586056,24602908,24608029,24608433,24609704,24611823,24612155,24614395,24615818,
Grhl2	1	chr15	+	37233036	37363569	37233406,37270785,37274710,37279727,37287297,37288344,37291672,37309759,37328388,37335789,37336345,37337804,37344747,37347854,37358434,	37270590,37274643,37279334,37287242,37288188,37291561,37309665,37328230,37335702,37336206,37337773,37344653,37347769,37358370,37360737,
Grhl3	1	chr4	-	135541888	135573630	135542773,135546307,135548498,135549327,135550330,135551882,135552078,135552694,135554607,135555914,135556240,135556917,135557513,135559164,135561355,	135546243,135548413,135549239,135550296,135551746,135552000,135552536,135554513,135555803,135556087,135556844,135557168,135559103,135561169,135573408,
Grhpr	1	chr4	+	44981395	44990734	44981534,44983009,44983946,44984546,44985395,44986390,44987351,44989050,	44982879,44983874,44984430,44985307,44986286,44987216,44988920,44990377,
Gria2	1	chr3	-	80681450	80802835	80688714,80689351,80691434,80692532,80702656,80707258,80707905,80709488,80710394,80710844,80722193,80726885,80732234,80741198,80801785,	80689103,80691320,80692285,80702458,80706888,80707699,80709378,80710290,80710677,80722032,80726832,80732038,80740959,80801645,80802297,
Grid2ip	1	chr5	+	143357338	143391468	143357946,143362706,143373242,143373516,143374469,143375346,143375733,143377643,143379392,143380197,143380503,143381938,143382930,143386094,143386798,143387514,143387977,143388195,143388778,143388985,143391205,	143362552,143372994,143373431,143374400,143375252,143375550,143377489,143379252,143380100,143380386,143381583,143382514,143386007,143386721,143387318,143387822,143388109,143388649,143388867,143391041,143391397,
Grifin	1	chr5	-	140563119	140565071	140563294,140563707,140564592,140564745,	140563541,140564433,140564666,140565042,
Grik5	1	chr7	-	25009849	25072292	25010794,25013707,25013918,25015530,25015973,25022614,25023095,25023396,25046377,25058391,25058598,25059093,25060631,25060783,25063056,25065294,25065470,25068174,25068572,	25013586,25013790,25015305,25015808,25022441,25022986,25023283,25046174,25058284,25058494,25058941,25060470,25060730,25062878,25065129,25065373,25068010,25068444,25072040,
Grin1	1	chr2	-	25291181	25319120	25292484,25294548,25295937,25296134,25296709,25297034,25297296,25297482,25297714,25297952,25298313,25298535,25303809,25304051,25305212,25305406,25310475,25313604,25316889,	25294438,25295792,25296025,25296548,25296877,25297148,25297370,25297596,25297788,25298186,25298394,25303726,25303907,25305038,25305285,25310375,25313428,25316755,25318629,
Grin2c	1	chr11	-	115249169	115267243	115250707,115251241,115252770,115253368,115253927,115254178,115255426,115255851,115256254,115257451,115258371,115261244,115266313,115266591,	115251009,115252583,115253208,115253698,115254053,115255273,115255686,115256043,115257337,115257773,115260734,115266079,115266420,115266990,
Grin2d	1	chr7	-	45832253	45870429	45834087,45834481,45834826,45853363,45854457,45854699,45856893,45857646,45858084,45858564,45862563,45866593,	45834249,45834639,45853203,45854228,45854574,45856740,45857478,45857873,45858450,45861944,45866112,45869711,
Grin3a	1	chr4	-	49661611	49845549	49665565,49670100,49672637,49702870,49714245,49719392,49771466,49793032,	49670024,49672473,49702719,49714130,49719247,49770419,49792428,49844383,
Grin3b	1	chr10	+	79970715	79977190	79971325,79973436,79974713,79975779,79975976,79976205,79976558,79976702,	79972844,79973681,79975634,79975861,79976054,79976394,79976635,79976792,
Grina	1	chr15	+	76246775	76249904	76246900,76248177,76248368,76248649,76248900,76249121,	76247851,76248259,76248449,76248772,76248978,76249217,
Grip2	1	chr6	-	91761509	91807456	91763606,91764842,91765391,91772738,91773961,91774861,91775484,91777509,91778744,91778901,91779215,91779969,91780517,91782459,91782905,91783739,91783971,91784830,91785756,91786553,91787329,91788143,91788444,	91764696,91765248,91772633,91773793,91774682,91775345,91777365,91778599,91778835,91779135,91779824,91780331,91782316,91782783,91783570,91783824,91784685,91785681,91786467,91787184,91788008,91788364,91807264,
Gripap1	0	chrX	+	7789765	7820567	7790068,7792136,7792337,7794286,7795099,7799428,7800341,7800583,7801208,7801351,7801589,7803400,7804494,7809988,7810465,7810721,7812359,7812560,7812738,7812931,7814698,7818149,7818389,7819321,	7792070,7792276,7794260,7794992,7799290,7800157,7800536,7801177,7801304,7801490,7803323,7804360,7809893,7810253,7810608,7812282,7812465,7812682,7812832,7814568,7818027,7818296,7819167,7820002,
Grk1	1	chr8	+	13405081	13421951	13405816,13407928,13409435,13409898,13413177,13414525,	13407801,13409278,13409815,13413049,13414328,13415954,
Grk2	1	chr19	-	4286002	4306222	4287264,4287466,4287694,4287985,4288507,4288658,4289413,4289739,4290005,4290168,4290525,4290682,4290871,4291330,4291641,4292231,4292436,4292645,4292840,4294926,	4287353,4287558,4287823,4288412,4288592,4289313,4289673,4289898,4290074,4290395,4290604,4290772,4291239,4291590,4292170,4292362,4292544,4292767,4294850,4305902,
Grk3	1	chr5	-	112910482	113015514	112915074,112916163,112918962,112920170,112924044,112925462,112928756,112929739,112937816,112941727,112945048,112946665,112953925,112955255,112957366,112961648,112966986,112969269,112973580,112985841,	112916050,112918826,112920008,112923949,112925396,112928656,112929673,112937709,112941633,112944918,112946587,112953826,112955164,112957315,112961587,112966912,112969168,112973507,112985765,113015367,
Grk4	1	chr5	+	34660379	34755303	34661004,34669202,34674646,34676184,34694853,34710225,34711761,34716329,34719891,34730042,34731570,34745371,34748316,34751692,34752267,	34669110,34674534,34676110,34694747,34710133,34711698,34716189,34719701,34730005,34731481,34745163,34748179,34751555,34752136,34755144,
Grk6	1	chr13	+	55445461	55459776	55445560,55449403,55450377,55450584,55451028,55451421,55451583,55451843,55452325,55453084,55453261,55454525,55454743,55458930,55459147,	55449308,55450265,55450507,55450928,55451329,55451520,55451703,55452135,55453047,55453172,55454317,55454606,55458793,55459013,55459333,
Grm2	1	chr9	-	106643117	106656080	106645091,106645477,106648226,106651233,106654424,	106645297,106647151,106650396,106653839,106656026,
Grm4	1	chr17	-	27425899	27513406	27426833,27431578,27435468,27438432,27438862,27450265,27452059,27454622,27473124,27503533,	27431332,27434533,27438296,27438662,27450125,27451905,27454487,27472908,27502647,27512792,
Grm6	1	chr11	+	50850685	50866206	50850839,50851627,50853406,50854100,50855838,50857097,50857400,50859402,50860117,50863288,	50851131,50853190,50853965,50855684,50856957,50857200,50859257,50859494,50862977,50864461,
Grn	0	chr11	+	102430315	102436809	102430540,102433109,102433350,102433570,102434045,102434277,102434509,102434826,102435156,102435491,102435942,102436248,	102432965,102433225,102433486,102433936,102434142,102434400,102434703,102435059,102435246,102435709,102436024,102436335,
Grp	1	chr18	+	65872820	65886596	65872863,65873751,65880151,	65873449,65879910,65886217,
Grpel1	1	chr5	+	36464998	36474080	36465255,36469600,36470683,	36469438,36470602,36471056,
Grpel2	1	chr18	-	61712424	61726323	61716127,61718835,61719855,	61718754,61719702,61726226,
Grpr	1	chrX	-	163513904	163549677	163515278,163517422,	163517071,163548882,
Grrp1	1	chr4	-	134251110	134254106	134252258,	134254030,
Grsf1	1	chr5	-	88659448	88676171	88660459,88662610,88663255,88664185,88665941,88670311,88671305,88672760,88673849,	88662535,88663120,88664064,88665757,88670176,88671162,88672605,88673693,88675758,
